placement,family,noise,seed,method,rmse,mae,decision_agreement,missed_exceedance,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
low_complexity,mixed,0.008,0,uncertainty_only,0.007049225453709236,0.00575713043473187,0.9744,0.4,9,6,10,600,0.024,0.6,0.47368421052631576,0.01639344262295082,0.7918032786885245
low_complexity,mixed,0.008,0,two_sided_straddle,0.009009033427719835,0.007045006415592246,0.9712,0.4,9,6,12,598,0.024,0.6,0.42857142857142855,0.019672131147540985,0.7901639344262295
low_complexity,mixed,0.008,0,posterior_risk,0.00927124216011406,0.007153974901203125,0.9824,0.2,12,3,8,602,0.024,0.8,0.6,0.013114754098360656,0.8934426229508197
low_complexity,mixed,0.008,0,evidence_no_geometry,0.009169252120202228,0.007118855222052393,0.9808,0.3333333333333333,10,5,7,603,0.024,0.6666666666666666,0.5882352941176471,0.011475409836065573,0.8275956284153005
low_complexity,mixed,0.008,0,evidence_gated,0.009722160096041575,0.007202758194601475,0.9728,0.4666666666666667,8,7,10,600,0.024,0.5333333333333333,0.4444444444444444,0.01639344262295082,0.7584699453551913
low_complexity,mixed,0.008,1,uncertainty_only,0.007086673672463529,0.005567537966876167,0.9808,0.14814814814814814,23,4,8,590,0.0432,0.8518518518518519,0.7419354838709677,0.013377926421404682,0.9192369627152236
low_complexity,mixed,0.008,1,two_sided_straddle,0.008764737253865718,0.006864185601114511,0.9792,0.18518518518518517,22,5,8,590,0.0432,0.8148148148148148,0.7333333333333333,0.013377926421404682,0.9007184441967051
low_complexity,mixed,0.008,1,posterior_risk,0.009316063909886324,0.007055152340952776,0.9904,0.07407407407407407,25,2,4,594,0.0432,0.9259259259259259,0.8620689655172413,0.006688963210702341,0.9596184813576119
low_complexity,mixed,0.008,1,evidence_no_geometry,0.009221484161837618,0.007169793739725594,0.9824,0.25925925925925924,20,7,4,594,0.0432,0.7407407407407407,0.8333333333333334,0.006688963210702341,0.8670258887650192
low_complexity,mixed,0.008,1,evidence_gated,0.008276045804054905,0.006328515653045212,0.984,0.18518518518518517,22,5,5,593,0.0432,0.8148148148148148,0.8148148148148148,0.008361204013377926,0.9032268054007184
low_complexity,mixed,0.008,2,uncertainty_only,0.007089366486753351,0.005578959540338066,0.9728,0.08333333333333333,11,1,16,597,0.0192,0.9166666666666666,0.4074074074074074,0.026101141924959218,0.9452827623708537
low_complexity,mixed,0.008,2,two_sided_straddle,0.007286454449290093,0.0056712580488662056,0.976,0.4166666666666667,7,5,10,603,0.0192,0.5833333333333334,0.4117647058823529,0.01631321370309951,0.783510059815117
low_complexity,mixed,0.008,2,posterior_risk,0.009225255481545958,0.007404411959964938,0.9808,0.3333333333333333,8,4,8,605,0.0192,0.6666666666666666,0.5,0.013050570962479609,0.8268080478520935
low_complexity,mixed,0.008,2,evidence_no_geometry,0.007404404717604767,0.005866139856488944,0.984,0.08333333333333333,11,1,9,604,0.0192,0.9166666666666666,0.55,0.01468189233278956,0.9509923871669386
low_complexity,mixed,0.008,2,evidence_gated,0.007313096875663513,0.005601450746649319,0.9824,0.08333333333333333,11,1,10,603,0.0192,0.9166666666666666,0.5238095238095238,0.01631321370309951,0.9501767264817835
low_complexity,mixed,0.008,3,uncertainty_only,0.007027681972273519,0.005690628471401899,0.9632,0.2619047619047619,31,11,12,571,0.0672,0.7380952380952381,0.7209302325581395,0.02058319039451115,0.8587560238503635
low_complexity,mixed,0.008,3,two_sided_straddle,0.0076552897925426956,0.0062225501053572675,0.9776,0.16666666666666666,35,7,7,576,0.0672,0.8333333333333334,0.8333333333333334,0.012006861063464836,0.9106632361349343
low_complexity,mixed,0.008,3,posterior_risk,0.01027747027346377,0.008127041747796555,0.9648,0.40476190476190477,25,17,5,578,0.0672,0.5952380952380952,0.8333333333333334,0.008576329331046312,0.7933308829535244
low_complexity,mixed,0.008,3,evidence_no_geometry,0.008452587526404057,0.006812023772982317,0.9728,0.2857142857142857,30,12,5,578,0.0672,0.7142857142857143,0.8571428571428571,0.008576329331046312,0.8528546924773339
low_complexity,mixed,0.008,3,evidence_gated,0.007800487694637671,0.00609731432039384,0.9712,0.30952380952380953,29,13,5,578,0.0672,0.6904761904761905,0.8529411764705882,0.008576329331046312,0.8409499305725721
low_complexity,mixed,0.008,4,uncertainty_only,0.0060881591058393,0.0047915921950777846,0.9792,0.3684210526315789,12,7,6,600,0.0304,0.631578947368421,0.6666666666666666,0.009900990099009901,0.8108389786347056
low_complexity,mixed,0.008,4,two_sided_straddle,0.007637706479178589,0.006269020360711303,0.9824,0.21052631578947367,15,4,7,599,0.0304,0.7894736842105263,0.6818181818181818,0.01155115511551155,0.8889612645475073
low_complexity,mixed,0.008,4,posterior_risk,0.008812972964298485,0.007159443789826088,0.9952,0.0,19,0,3,603,0.0304,1.0,0.8636363636363636,0.0049504950495049506,0.9975247524752475
low_complexity,mixed,0.008,4,evidence_no_geometry,0.0068100568164087385,0.0055015618761970015,0.9888,0.21052631578947367,15,4,3,603,0.0304,0.7894736842105263,0.8333333333333334,0.0049504950495049506,0.8922615945805107
low_complexity,mixed,0.008,4,evidence_gated,0.007527506334008263,0.006004441954664736,0.9824,0.2631578947368421,14,5,6,600,0.0304,0.7368421052631579,0.7,0.009900990099009901,0.863470557582074
low_complexity,mixed,0.008,5,uncertainty_only,0.006926556253876304,0.005481827683845607,0.9632,0.6153846153846154,5,8,15,597,0.0208,0.38461538461538464,0.25,0.024509803921568627,0.680052790346908
low_complexity,mixed,0.008,5,two_sided_straddle,0.009006498244397969,0.007133035046045368,0.96,0.46153846153846156,7,6,19,593,0.0208,0.5384615384615384,0.2692307692307692,0.03104575163398693,0.7537078934137758
low_complexity,mixed,0.008,5,posterior_risk,0.010084859624779782,0.00772909267032975,0.9712,0.46153846153846156,7,6,12,600,0.0208,0.5384615384615384,0.3684210526315789,0.0196078431372549,0.7594268476621417
low_complexity,mixed,0.008,5,evidence_no_geometry,0.0074296958899489245,0.005836869997439796,0.9728,0.38461538461538464,8,5,12,600,0.0208,0.6153846153846154,0.4,0.0196078431372549,0.7978883861236803
low_complexity,mixed,0.008,5,evidence_gated,0.00681749618559378,0.005276874518977795,0.9712,0.38461538461538464,8,5,13,599,0.0208,0.6153846153846154,0.38095238095238093,0.021241830065359478,0.797071392659628
low_complexity,mixed,0.008,6,uncertainty_only,0.0059764530492536225,0.00468133944441097,0.9792,0.45,11,9,4,601,0.032,0.55,0.7333333333333333,0.006611570247933884,0.7716942148760331
low_complexity,mixed,0.008,6,two_sided_straddle,0.00799647583707904,0.005768551891362525,0.9808,0.35,13,7,5,600,0.032,0.65,0.7222222222222222,0.008264462809917356,0.8208677685950414
low_complexity,mixed,0.008,6,posterior_risk,0.00813959743860735,0.006257676450931976,0.9872,0.3,14,6,2,603,0.032,0.7,0.875,0.003305785123966942,0.8483471074380164
low_complexity,mixed,0.008,6,evidence_no_geometry,0.0063174686549386004,0.004842500870071329,0.9856,0.3,14,6,3,602,0.032,0.7,0.8235294117647058,0.0049586776859504135,0.8475206611570247
low_complexity,mixed,0.008,6,evidence_gated,0.007522281910852118,0.005725718565162179,0.9808,0.4,12,8,4,601,0.032,0.6,0.75,0.006611570247933884,0.796694214876033
low_complexity,mixed,0.008,7,uncertainty_only,0.007753894689806349,0.00625761874198734,0.9632,0.2857142857142857,25,10,13,577,0.056,0.7142857142857143,0.6578947368421053,0.022033898305084745,0.8461259079903147
low_complexity,mixed,0.008,7,two_sided_straddle,0.008848173518987732,0.0063687204381634175,0.9696,0.37142857142857144,22,13,6,584,0.056,0.6285714285714286,0.7857142857142857,0.010169491525423728,0.8092009685230024
low_complexity,mixed,0.008,7,posterior_risk,0.011352973460958777,0.008767827159694009,0.9632,0.42857142857142855,20,15,8,582,0.056,0.5714285714285714,0.7142857142857143,0.013559322033898305,0.7789346246973365
low_complexity,mixed,0.008,7,evidence_no_geometry,0.008837553627647952,0.006938453674801036,0.9616,0.34285714285714286,23,12,12,578,0.056,0.6571428571428571,0.6571428571428571,0.020338983050847456,0.8184019370460048
low_complexity,mixed,0.008,7,evidence_gated,0.008606855593712128,0.006615013556725827,0.9664,0.2857142857142857,25,10,11,579,0.056,0.7142857142857143,0.6944444444444444,0.01864406779661017,0.8478208232445521
