seed,family,noise,method,length_scale,rmse,mae,decision_agreement,missed_exceedance,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
11,local_defect,0.003,two_sided_straddle,0.1,0.004201668686886333,0.00295086348095037,0.9952,0.0,6,0,3,616,0.0096,1.0,0.6666666666666666,0.004846526655896607,0.9975767366720517
11,local_defect,0.003,evidence_gated,0.1,0.004702688270935978,0.002836797524776953,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.008,uncertainty_only,0.1,0.007771000720581937,0.005855500202450108,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.008,two_sided_straddle,0.1,0.006766107965961096,0.0052189160696025855,0.9904,1.0,0,6,0,619,0.0096,0.0,0.0,0.0,0.5
11,local_defect,0.008,evidence_gated,0.1,0.006372578483083026,0.00483682818401737,0.9936,0.5,3,3,1,618,0.0096,0.5,0.75,0.0016155088852988692,0.7491922455573505
11,mixed,0.003,uncertainty_only,0.1,0.006268796092864725,0.0042025749053851485,0.9696,0.6153846153846154,10,16,3,596,0.0416,0.38461538461538464,0.7692307692307693,0.005008347245409015,0.6898035186849878
11,mixed,0.003,two_sided_straddle,0.1,0.006455120309101517,0.00459670917156766,0.984,0.15384615384615385,22,4,6,593,0.0416,0.8461538461538461,0.7857142857142857,0.01001669449081803,0.9180685758315141
11,mixed,0.003,evidence_gated,0.1,0.007227474130198456,0.005349898950327761,0.9808,0.23076923076923078,20,6,6,593,0.0416,0.7692307692307693,0.7692307692307693,0.01001669449081803,0.8796070373699756
11,mixed,0.008,uncertainty_only,0.1,0.008464486751197133,0.00617699343717199,0.9568,0.46153846153846156,14,12,15,584,0.0416,0.5384615384615384,0.4827586206896552,0.025041736227045076,0.7567099011172467
11,mixed,0.008,two_sided_straddle,0.1,0.009793504657256964,0.007057891561707646,0.9584,0.46153846153846156,14,12,14,585,0.0416,0.5384615384615384,0.5,0.02337228714524207,0.7575446256581482
11,mixed,0.008,evidence_gated,0.1,0.010874679890229628,0.007920286340393023,0.9744,0.38461538461538464,16,10,6,593,0.0416,0.6153846153846154,0.7272727272727273,0.01001669449081803,0.8026839604468987
12,smooth,0.003,uncertainty_only,0.1,0.002779590593317537,0.0021800472467232894,0.992,0.22727272727272727,17,5,0,603,0.0352,0.7727272727272727,1.0,0.0,0.8863636363636364
12,smooth,0.003,two_sided_straddle,0.1,0.003411182259191791,0.0026548849730934684,0.9888,0.13636363636363635,19,3,4,599,0.0352,0.8636363636363636,0.8260869565217391,0.006633499170812604,0.9285014322327756
12,smooth,0.003,evidence_gated,0.1,0.003394444873758616,0.002634867999454209,0.9904,0.09090909090909091,20,2,4,599,0.0352,0.9090909090909091,0.8333333333333334,0.006633499170812604,0.9512287049600483
12,smooth,0.008,uncertainty_only,0.1,0.006049710490861347,0.004688442013504808,0.968,0.36363636363636365,14,8,12,591,0.0352,0.6363636363636364,0.5384615384615384,0.01990049751243781,0.8082315694255993
12,smooth,0.008,two_sided_straddle,0.1,0.006147335660197112,0.0048596864318472795,0.9712,0.4090909090909091,13,9,9,594,0.0352,0.5909090909090909,0.5909090909090909,0.014925373134328358,0.7879918588873813
12,smooth,0.008,evidence_gated,0.1,0.007213508660719434,0.00579150926738311,0.9712,0.3181818181818182,15,7,11,592,0.0352,0.6818181818181818,0.5769230769230769,0.01824212271973466,0.8317880295492235
12,waviness,0.003,uncertainty_only,0.1,0.008031396181399838,0.005839890578120887,0.9312,0.5540540540540541,33,41,2,549,0.1184,0.44594594594594594,0.9428571428571428,0.003629764065335753,0.721158090940305
12,waviness,0.003,two_sided_straddle,0.1,0.010224216231701774,0.0070532892899430434,0.944,0.44594594594594594,41,33,2,549,0.1184,0.5540540540540541,0.9534883720930233,0.003629764065335753,0.7752121449943592
12,waviness,0.003,evidence_gated,0.1,0.012885077699494431,0.00902853997144545,0.9488,0.3918918918918919,45,29,3,548,0.1184,0.6081081081081081,0.9375,0.0054446460980036296,0.8013317310050523
12,waviness,0.008,uncertainty_only,0.1,0.009961080150581227,0.007806030367948037,0.9152,0.6621621621621622,25,49,4,547,0.1184,0.33783783783783783,0.8620689655172413,0.007259528130671506,0.6652891548535831
12,waviness,0.008,two_sided_straddle,0.1,0.010394646574675809,0.00806105495189986,0.936,0.4594594594594595,40,34,6,545,0.1184,0.5405405405405406,0.8695652173913043,0.010889292196007259,0.7648256241722666
12,waviness,0.008,evidence_gated,0.1,0.013255375984413315,0.009952067071147219,0.9328,0.43243243243243246,42,32,10,541,0.1184,0.5675675675675675,0.8076923076923077,0.018148820326678767,0.7747093736204445
12,local_defect,0.003,uncertainty_only,0.1,0.004052991809067263,0.002669469250877333,0.9936,0.08695652173913043,21,2,2,600,0.0368,0.9130434782608695,0.9130434782608695,0.0033222591362126247,0.9548606095623284
12,local_defect,0.003,two_sided_straddle,0.1,0.003501523544034113,0.002711133746416329,0.9968,0.0,23,0,2,600,0.0368,1.0,0.92,0.0033222591362126247,0.9983388704318936
12,local_defect,0.003,evidence_gated,0.1,0.003552057465646591,0.002530755455932149,0.9952,0.043478260869565216,22,1,2,600,0.0368,0.9565217391304348,0.9166666666666666,0.0033222591362126247,0.9765997399971111
12,local_defect,0.008,uncertainty_only,0.1,0.007444764399485306,0.00578574064672098,0.9632,0.13043478260869565,20,3,20,582,0.0368,0.8695652173913043,0.5,0.03322259136212625,0.918171313014589
12,local_defect,0.008,two_sided_straddle,0.1,0.0064746586226001185,0.0052413345858309,0.9776,0.0,23,0,14,588,0.0368,1.0,0.6216216216216216,0.023255813953488372,0.9883720930232558
12,local_defect,0.008,evidence_gated,0.1,0.006778706271513127,0.0052140559621829796,0.9824,0.08695652173913043,21,2,9,593,0.0368,0.9130434782608695,0.7,0.014950166112956811,0.9490466560739563
12,mixed,0.003,uncertainty_only,0.1,0.003959595954682123,0.0030227447088660027,0.9792,0.4583333333333333,13,11,2,599,0.0384,0.5416666666666666,0.8666666666666667,0.0033277870216306157,0.769169439822518
12,mixed,0.003,two_sided_straddle,0.1,0.005449571295209591,0.003905791686430115,0.9872,0.16666666666666666,20,4,4,597,0.0384,0.8333333333333334,0.8333333333333334,0.0066555740432612314,0.9133388796450361
12,mixed,0.003,evidence_gated,0.1,0.006125312413815524,0.004505247890155219,0.984,0.2916666666666667,17,7,3,598,0.0384,0.7083333333333334,0.85,0.004991680532445923,0.8516708264004438
12,mixed,0.008,uncertainty_only,0.1,0.008003213602335515,0.006442181497981168,0.9664,0.625,9,15,6,595,0.0384,0.375,0.6,0.009983361064891847,0.6825083194675541
12,mixed,0.008,two_sided_straddle,0.1,0.007496674438796309,0.006041451768617652,0.9776,0.4166666666666667,14,10,4,597,0.0384,0.5833333333333334,0.7777777777777778,0.0066555740432612314,0.7883388796450361
12,mixed,0.008,evidence_gated,0.1,0.00806958717611185,0.006386323643319209,0.984,0.16666666666666666,20,4,6,595,0.0384,0.8333333333333334,0.7692307692307693,0.009983361064891847,0.9116749861342208
13,smooth,0.003,uncertainty_only,0.1,0.0029720108303762822,0.0022892709771113943,0.9872,0.24,19,6,2,598,0.04,0.76,0.9047619047619048,0.0033333333333333335,0.8783333333333334
13,smooth,0.003,two_sided_straddle,0.1,0.0027384884772557287,0.0021772038398672365,0.9872,0.24,19,6,2,598,0.04,0.76,0.9047619047619048,0.0033333333333333335,0.8783333333333334
13,smooth,0.003,evidence_gated,0.1,0.003155835092988897,0.0024119074546321284,0.9872,0.24,19,6,2,598,0.04,0.76,0.9047619047619048,0.0033333333333333335,0.8783333333333334
13,smooth,0.008,uncertainty_only,0.1,0.006586311811808811,0.004997743228596314,0.96,0.56,11,14,11,589,0.04,0.44,0.5,0.018333333333333333,0.7108333333333333
13,smooth,0.008,two_sided_straddle,0.1,0.0060685520446477955,0.004604024845056793,0.9712,0.4,15,10,8,592,0.04,0.6,0.6521739130434783,0.013333333333333334,0.7933333333333333
13,smooth,0.008,evidence_gated,0.1,0.006612196040256785,0.005152642892805797,0.9696,0.48,13,12,7,593,0.04,0.52,0.65,0.011666666666666667,0.7541666666666667
13,waviness,0.003,uncertainty_only,0.1,0.007592308403164473,0.005490854636784426,0.9344,0.6779661016949152,19,40,1,565,0.0944,0.3220338983050847,0.95,0.0017667844522968198,0.660133556926394
13,waviness,0.003,two_sided_straddle,0.1,0.01002920447345226,0.0070559073672239545,0.944,0.576271186440678,25,34,1,565,0.0944,0.423728813559322,0.9615384615384616,0.0017667844522968198,0.7109810145535126
13,waviness,0.003,evidence_gated,0.1,0.01249247402618628,0.008796007687242079,0.9616,0.3898305084745763,36,23,1,565,0.0944,0.6101694915254238,0.972972972972973,0.0017667844522968198,0.8042013535365635
13,waviness,0.008,uncertainty_only,0.1,0.010896004673045936,0.008414512435406913,0.92,0.6779661016949152,19,40,10,556,0.0944,0.3220338983050847,0.6551724137931034,0.0176678445229682,0.6521830268910582
13,waviness,0.008,two_sided_straddle,0.1,0.011526714639205807,0.008546240004763863,0.9328,0.5254237288135594,28,31,11,555,0.0944,0.4745762711864407,0.717948717948718,0.019434628975265017,0.7275708211055878
13,waviness,0.008,evidence_gated,0.1,0.012727361864714397,0.009821159120803384,0.9312,0.5932203389830508,24,35,8,558,0.0944,0.4067796610169492,0.75,0.014134275618374558,0.6963226926992874
13,local_defect,0.003,uncertainty_only,0.1,0.005100529143694635,0.0027985674950701963,0.9872,0.03333333333333333,29,1,7,588,0.048,0.9666666666666667,0.8055555555555556,0.011764705882352941,0.9774509803921569
13,local_defect,0.003,two_sided_straddle,0.1,0.004256643666482393,0.0028458414324585212,0.9952,0.0,30,0,3,592,0.048,1.0,0.9090909090909091,0.005042016806722689,0.9974789915966387
13,local_defect,0.003,evidence_gated,0.1,0.0027207585653545646,0.0021306335484741917,0.9936,0.03333333333333333,29,1,3,592,0.048,0.9666666666666667,0.90625,0.005042016806722689,0.9808123249299721
13,local_defect,0.008,uncertainty_only,0.1,0.007220203477151038,0.005514199253889171,0.992,0.0,30,0,5,590,0.048,1.0,0.8571428571428571,0.008403361344537815,0.9957983193277311
13,local_defect,0.008,two_sided_straddle,0.1,0.006350690732041783,0.005154146942730982,0.9904,0.03333333333333333,29,1,5,590,0.048,0.9666666666666667,0.8529411764705882,0.008403361344537815,0.9791316526610645
13,local_defect,0.008,evidence_gated,0.1,0.007199031522169129,0.005538987360230116,0.9888,0.03333333333333333,29,1,6,589,0.048,0.9666666666666667,0.8285714285714286,0.010084033613445379,0.9782913165266107
13,mixed,0.003,uncertainty_only,0.1,0.004780829863897462,0.0033116230975085707,0.976,0.4482758620689655,16,13,2,594,0.0464,0.5517241379310345,0.8888888888888888,0.003355704697986577,0.7741842166165239
13,mixed,0.003,two_sided_straddle,0.1,0.005806526453363093,0.003924969161077486,0.984,0.2413793103448276,22,7,3,593,0.0464,0.7586206896551724,0.88,0.0050335570469798654,0.8767935663040962
13,mixed,0.003,evidence_gated,0.1,0.005467254124932413,0.003929593351709847,0.9888,0.10344827586206896,26,3,4,592,0.0464,0.896551724137931,0.8666666666666667,0.006711409395973154,0.9449201573709789
13,mixed,0.008,uncertainty_only,0.1,0.00738113847792364,0.005667472846356595,0.9536,0.3793103448275862,18,11,18,578,0.0464,0.6206896551724138,0.5,0.030201342281879196,0.7952441564452672
13,mixed,0.008,two_sided_straddle,0.1,0.007465730725567856,0.0056160653806185306,0.9664,0.4482758620689655,16,13,8,588,0.0464,0.5517241379310345,0.6666666666666666,0.013422818791946308,0.7691506595695441
13,mixed,0.008,evidence_gated,0.1,0.008220674221688914,0.006557877199624002,0.9728,0.4482758620689655,16,13,4,592,0.0464,0.5517241379310345,0.8,0.006711409395973154,0.7725063642675307
14,smooth,0.003,uncertainty_only,0.1,0.002836052540296988,0.0023213101355081425,0.9888,0.20833333333333334,19,5,2,599,0.0384,0.7916666666666666,0.9047619047619048,0.0033277870216306157,0.894169439822518
14,smooth,0.003,two_sided_straddle,0.1,0.003206883768079115,0.002467816275142965,0.9936,0.08333333333333333,22,2,2,599,0.0384,0.9166666666666666,0.9166666666666666,0.0033277870216306157,0.956669439822518
14,smooth,0.003,evidence_gated,0.1,0.0035493779568306163,0.002754322706974338,0.9936,0.08333333333333333,22,2,2,599,0.0384,0.9166666666666666,0.9166666666666666,0.0033277870216306157,0.956669439822518
14,smooth,0.008,uncertainty_only,0.1,0.0062610025636048875,0.004838109112311504,0.984,0.20833333333333334,19,5,5,596,0.0384,0.7916666666666666,0.7916666666666666,0.008319467554076539,0.891673599556295
14,smooth,0.008,two_sided_straddle,0.1,0.007117941073038976,0.005578888045952823,0.976,0.125,21,3,12,589,0.0384,0.875,0.6363636363636364,0.019966722129783693,0.9275166389351082
14,smooth,0.008,evidence_gated,0.1,0.006580571691076584,0.00534971046284571,0.9824,0.125,21,3,8,593,0.0384,0.875,0.7241379310344828,0.013311148086522463,0.9308444259567388
14,waviness,0.003,uncertainty_only,0.1,0.007426907821881017,0.005636097306475941,0.9392,0.5932203389830508,24,35,3,563,0.0944,0.4067796610169492,0.8888888888888888,0.00530035335689046,0.7007396538300293
14,waviness,0.003,two_sided_straddle,0.1,0.011735400424321668,0.00830925955534456,0.944,0.576271186440678,25,34,1,565,0.0944,0.423728813559322,0.9615384615384616,0.0017667844522968198,0.7109810145535126
14,waviness,0.003,evidence_gated,0.1,0.013352240529491166,0.009487786339726224,0.9424,0.559322033898305,26,33,3,563,0.0944,0.4406779661016949,0.896551724137931,0.00530035335689046,0.7176888063724022
14,waviness,0.008,uncertainty_only,0.1,0.01106554660820309,0.008751913506507515,0.92,0.7288135593220338,16,43,7,559,0.0944,0.2711864406779661,0.6956521739130435,0.012367491166077738,0.6294094747559442
14,waviness,0.008,two_sided_straddle,0.1,0.011509403855288874,0.008565914583707422,0.9248,0.6271186440677966,22,37,10,556,0.0944,0.3728813559322034,0.6875,0.0176678445229682,0.6776067557046176
14,waviness,0.008,evidence_gated,0.1,0.014156962023383162,0.010669956534801545,0.9248,0.6610169491525424,20,39,8,558,0.0944,0.3389830508474576,0.7142857142857143,0.014134275618374558,0.6624243876145415
14,local_defect,0.003,uncertainty_only,0.1,0.0032513042035019393,0.0024038499850336237,0.9968,0.1,9,1,1,614,0.016,0.9,0.9,0.0016260162601626016,0.9491869918699187
14,local_defect,0.003,two_sided_straddle,0.1,0.003044182811906477,0.0022889894580157936,0.9984,0.0,10,0,1,614,0.016,1.0,0.9090909090909091,0.0016260162601626016,0.9991869918699188
14,local_defect,0.003,evidence_gated,0.1,0.002510858175760039,0.0020023240466431865,1.0,0.0,10,0,0,615,0.016,1.0,1.0,0.0,1.0
14,local_defect,0.008,uncertainty_only,0.1,0.005475877902283325,0.004354409669287076,0.9936,0.1,9,1,3,612,0.016,0.9,0.75,0.004878048780487805,0.947560975609756
14,local_defect,0.008,two_sided_straddle,0.1,0.005432812230766373,0.004245413621230078,0.9952,0.0,10,0,3,612,0.016,1.0,0.7692307692307693,0.004878048780487805,0.9975609756097561
14,local_defect,0.008,evidence_gated,0.1,0.005746218747922699,0.004514737060227891,0.992,0.2,8,2,3,612,0.016,0.8,0.7272727272727273,0.004878048780487805,0.8975609756097561
14,mixed,0.003,uncertainty_only,0.1,0.004564308659380449,0.0034917862230520852,0.9888,0.5384615384615384,6,7,0,612,0.0208,0.46153846153846156,1.0,0.0,0.7307692307692308
14,mixed,0.003,two_sided_straddle,0.1,0.004742784366212211,0.003611963138907163,0.9808,0.38461538461538464,8,5,7,605,0.0208,0.6153846153846154,0.5333333333333333,0.011437908496732025,0.8019733534439417
14,mixed,0.003,evidence_gated,0.1,0.00576073666518904,0.004468264103166266,0.984,0.23076923076923078,10,3,7,605,0.0208,0.7692307692307693,0.5882352941176471,0.011437908496732025,0.8788964303670186
14,mixed,0.008,uncertainty_only,0.1,0.007015871185663321,0.00534017950588102,0.9856,0.5384615384615384,6,7,2,610,0.0208,0.46153846153846156,0.75,0.0032679738562091504,0.7291352438411263
14,mixed,0.008,two_sided_straddle,0.1,0.006410788415151496,0.005249127357246584,0.9696,0.38461538461538464,8,5,14,598,0.0208,0.6153846153846154,0.36363636363636365,0.02287581699346405,0.7962543991955757
14,mixed,0.008,evidence_gated,0.1,0.008772958696540843,0.006928745166995907,0.984,0.38461538461538464,8,5,5,607,0.0208,0.6153846153846154,0.6153846153846154,0.008169934640522876,0.8036073403720463
0,smooth,0.003,uncertainty_only,0.16,0.0025371370831840023,0.0020449698231800695,0.9936,0.10526315789473684,17,2,2,604,0.0304,0.8947368421052632,0.8947368421052632,0.0033003300330033004,0.9457182560361299
0,smooth,0.003,two_sided_straddle,0.16,0.002957748114437066,0.00233327745433387,0.9984,0.0,19,0,1,605,0.0304,1.0,0.95,0.0016501650165016502,0.9991749174917492
0,smooth,0.003,evidence_gated,0.16,0.002761692366304775,0.002226971484755286,0.9984,0.0,19,0,1,605,0.0304,1.0,0.95,0.0016501650165016502,0.9991749174917492
0,smooth,0.008,uncertainty_only,0.16,0.005410721086167175,0.004413502260636645,0.9952,0.10526315789473684,17,2,1,605,0.0304,0.8947368421052632,0.9444444444444444,0.0016501650165016502,0.9465433385443808
0,smooth,0.008,two_sided_straddle,0.16,0.006124640043130946,0.004786585342826038,0.984,0.05263157894736842,18,1,9,597,0.0304,0.9473684210526315,0.6666666666666666,0.01485148514851485,0.9662584679520583
0,smooth,0.008,evidence_gated,0.16,0.006408877698894594,0.005144696591877316,0.976,0.15789473684210525,16,3,12,594,0.0304,0.8421052631578947,0.5714285714285714,0.019801980198019802,0.9111516414799374
0,waviness,0.003,uncertainty_only,0.16,0.005959182216384558,0.004499506146519412,0.9376,0.5135135135135135,36,38,1,550,0.1184,0.4864864864864865,0.972972972972973,0.0018148820326678765,0.7423358022269093
0,waviness,0.003,two_sided_straddle,0.16,0.010359962394244542,0.007407858961008283,0.9568,0.28378378378378377,53,21,6,545,0.1184,0.7162162162162162,0.8983050847457628,0.010889292196007259,0.8526634620101046
0,waviness,0.003,evidence_gated,0.16,0.01021195187838151,0.00748664307529605,0.9536,0.33783783783783783,49,25,4,547,0.1184,0.6621621621621622,0.9245283018867925,0.007259528130671506,0.8274513170157454
0,waviness,0.008,uncertainty_only,0.16,0.008616155965370145,0.00695585936933664,0.9168,0.5540540540540541,33,41,11,540,0.1184,0.44594594594594594,0.75,0.019963702359346643,0.7129911217932996
0,waviness,0.008,two_sided_straddle,0.16,0.01163837243743981,0.008965529997927183,0.9264,0.5540540540540541,33,41,5,546,0.1184,0.44594594594594594,0.868421052631579,0.009074410163339383,0.7184357678913033
0,waviness,0.008,evidence_gated,0.16,0.013162353337978381,0.010240079084808167,0.9296,0.4864864864864865,38,36,8,543,0.1184,0.5135135135135135,0.8260869565217391,0.014519056261343012,0.7494972286260853
0,local_defect,0.003,uncertainty_only,0.16,0.003193343506993548,0.002247334587921872,0.9936,0.0,1,0,4,620,0.0016,1.0,0.2,0.00641025641025641,0.9967948717948718
0,local_defect,0.003,two_sided_straddle,0.16,0.0030989292447978264,0.0023572726410698614,0.9952,0.0,1,0,3,621,0.0016,1.0,0.25,0.004807692307692308,0.9975961538461539
0,local_defect,0.003,evidence_gated,0.16,0.0034805992838901137,0.0026964308920036837,0.9968,0.0,1,0,2,622,0.0016,1.0,0.3333333333333333,0.003205128205128205,0.9983974358974359
0,local_defect,0.008,uncertainty_only,0.16,0.006025525270408637,0.004828601102421111,0.9952,0.0,1,0,3,621,0.0016,1.0,0.25,0.004807692307692308,0.9975961538461539
0,local_defect,0.008,two_sided_straddle,0.16,0.007581859332968326,0.006049502529740113,0.9936,1.0,0,1,3,621,0.0016,0.0,0.0,0.004807692307692308,0.49759615384615385
0,local_defect,0.008,evidence_gated,0.16,0.0069518780312343605,0.005075891759325218,0.9984,1.0,0,1,0,624,0.0016,0.0,0.0,0.0,0.5
0,mixed,0.003,uncertainty_only,0.16,0.004270277644362347,0.0029166585652475206,0.9872,0.25,15,5,3,602,0.032,0.75,0.8333333333333334,0.0049586776859504135,0.8725206611570249
0,mixed,0.003,two_sided_straddle,0.16,0.00585337541895872,0.004228379242889416,0.9872,0.15,17,3,5,600,0.032,0.85,0.7727272727272727,0.008264462809917356,0.9208677685950413
0,mixed,0.003,evidence_gated,0.16,0.0062793992972678125,0.004606984532656629,0.9872,0.2,16,4,4,601,0.032,0.8,0.8,0.006611570247933884,0.8966942148760331
0,mixed,0.008,uncertainty_only,0.16,0.007396738579880903,0.005869046011950773,0.9712,0.4,12,8,10,595,0.032,0.6,0.5454545454545454,0.01652892561983471,0.7917355371900827
0,mixed,0.008,two_sided_straddle,0.16,0.008541278585561154,0.006785652646742679,0.9808,0.15,17,3,9,596,0.032,0.85,0.6538461538461539,0.01487603305785124,0.9175619834710744
0,mixed,0.008,evidence_gated,0.16,0.008579038895690193,0.006829089029766715,0.9776,0.15,17,3,11,594,0.032,0.85,0.6071428571428571,0.01818181818181818,0.9159090909090909
1,smooth,0.003,uncertainty_only,0.16,0.0027493842208918223,0.002223011969474559,0.9856,0.03225806451612903,30,1,8,586,0.0496,0.967741935483871,0.7894736842105263,0.013468013468013467,0.9771369610079288
1,smooth,0.003,two_sided_straddle,0.16,0.0032348464813382765,0.002629534667338765,0.9888,0.03225806451612903,30,1,6,588,0.0496,0.967741935483871,0.8333333333333334,0.010101010101010102,0.9788204626914305
1,smooth,0.003,evidence_gated,0.16,0.0034139611411714977,0.0027384854111180447,0.9888,0.03225806451612903,30,1,6,588,0.0496,0.967741935483871,0.8333333333333334,0.010101010101010102,0.9788204626914305
1,smooth,0.008,uncertainty_only,0.16,0.006705885764873636,0.005209188593249198,0.9616,0.4838709677419355,16,15,9,585,0.0496,0.5161290322580645,0.64,0.015151515151515152,0.7504887585532747
1,smooth,0.008,two_sided_straddle,0.16,0.006516383234210632,0.005230567961035476,0.9808,0.16129032258064516,26,5,7,587,0.0496,0.8387096774193549,0.7878787878787878,0.011784511784511785,0.9134625828174215
1,smooth,0.008,evidence_gated,0.16,0.006709588525864055,0.005512858939371629,0.9856,0.12903225806451613,27,4,5,589,0.0496,0.8709677419354839,0.84375,0.008417508417508417,0.9312751167589877
1,waviness,0.003,uncertainty_only,0.16,0.007200716476266918,0.005250308024202615,0.968,0.4418604651162791,24,19,1,581,0.0688,0.5581395348837209,0.96,0.001718213058419244,0.7782106609126509
1,waviness,0.003,two_sided_straddle,0.16,0.009893729104558888,0.007086764298132023,0.9664,0.3953488372093023,26,17,4,578,0.0688,0.6046511627906976,0.8666666666666667,0.006872852233676976,0.7988891552785103
1,waviness,0.003,evidence_gated,0.16,0.010153183520596437,0.007346534091605875,0.9664,0.4186046511627907,25,18,3,579,0.0688,0.5813953488372093,0.8928571428571429,0.005154639175257732,0.7881203548309759
1,waviness,0.008,uncertainty_only,0.16,0.00900680570176177,0.007389545966497576,0.9376,0.6976744186046512,13,30,9,573,0.0688,0.3023255813953488,0.5909090909090909,0.015463917525773196,0.6434308319347879
1,waviness,0.008,two_sided_straddle,0.16,0.011189887739683328,0.008501031387477605,0.96,0.5116279069767442,21,22,3,579,0.0688,0.4883720930232558,0.875,0.005154639175257732,0.741608726923999
1,waviness,0.008,evidence_gated,0.16,0.011104060226973123,0.008604648752414385,0.9536,0.4883720930232558,22,21,8,574,0.0688,0.5116279069767442,0.7333333333333333,0.013745704467353952,0.7489411012546952
1,local_defect,0.003,uncertainty_only,0.16,0.0029962026375806063,0.00227903982096422,0.9984,0.0,7,0,1,617,0.0112,1.0,0.875,0.0016181229773462784,0.9991909385113269
1,local_defect,0.003,two_sided_straddle,0.16,0.0026508944001760217,0.002114557776438142,0.9968,0.0,7,0,2,616,0.0112,1.0,0.7777777777777778,0.003236245954692557,0.9983818770226538
1,local_defect,0.003,evidence_gated,0.16,0.002585145324344707,0.0020083466706166484,0.9968,0.0,7,0,2,616,0.0112,1.0,0.7777777777777778,0.003236245954692557,0.9983818770226538
1,local_defect,0.008,uncertainty_only,0.16,0.006850970401752917,0.005591634396456277,0.9824,0.0,7,0,11,607,0.0112,1.0,0.3888888888888889,0.01779935275080906,0.9911003236245954
1,local_defect,0.008,two_sided_straddle,0.16,0.006301532018150328,0.005011049831386811,0.976,0.0,7,0,15,603,0.0112,1.0,0.3181818181818182,0.024271844660194174,0.9878640776699029
1,local_defect,0.008,evidence_gated,0.16,0.007084679677034199,0.0056679720479512795,0.9872,0.0,7,0,8,610,0.0112,1.0,0.4666666666666667,0.012944983818770227,0.993527508090615
1,mixed,0.003,uncertainty_only,0.16,0.003681501870168515,0.0028433518225906918,0.9856,0.3103448275862069,20,9,0,596,0.0464,0.6896551724137931,1.0,0.0,0.8448275862068966
1,mixed,0.003,two_sided_straddle,0.16,0.004845644433345246,0.003715254388369682,0.9936,0.13793103448275862,25,4,0,596,0.0464,0.8620689655172413,1.0,0.0,0.9310344827586207
1,mixed,0.003,evidence_gated,0.16,0.00482944527193823,0.003739471957248898,0.9952,0.10344827586206896,26,3,0,596,0.0464,0.896551724137931,1.0,0.0,0.9482758620689655
1,mixed,0.008,uncertainty_only,0.16,0.0071412667471749845,0.005651246178942431,0.9856,0.1724137931034483,24,5,4,592,0.0464,0.8275862068965517,0.8571428571428571,0.006711409395973154,0.9104373987502893
1,mixed,0.008,two_sided_straddle,0.16,0.008955781536443863,0.007106921145674937,0.9872,0.1724137931034483,24,5,3,593,0.0464,0.8275862068965517,0.8888888888888888,0.0050335570469798654,0.9112763249247859
1,mixed,0.008,evidence_gated,0.16,0.007792174749369908,0.006158575711269704,0.9872,0.10344827586206896,26,3,5,591,0.0464,0.896551724137931,0.8387096774193549,0.008389261744966443,0.9440812311964824
2,smooth,0.003,uncertainty_only,0.16,0.002650765604542086,0.002060847596381733,0.9856,0.3333333333333333,6,3,6,610,0.0144,0.6666666666666666,0.5,0.00974025974025974,0.8284632034632035
2,smooth,0.003,two_sided_straddle,0.16,0.002697907223722463,0.002142746681768701,0.9936,0.3333333333333333,6,3,1,615,0.0144,0.6666666666666666,0.8571428571428571,0.0016233766233766235,0.832521645021645
2,smooth,0.003,evidence_gated,0.16,0.002915948553351422,0.002242347742475342,0.9872,0.4444444444444444,5,4,4,612,0.0144,0.5555555555555556,0.5555555555555556,0.006493506493506494,0.7745310245310246
2,smooth,0.008,uncertainty_only,0.16,0.007038215951042859,0.005482369606214803,0.9616,0.2222222222222222,7,2,22,594,0.0144,0.7777777777777778,0.2413793103448276,0.03571428571428571,0.871031746031746
2,smooth,0.008,two_sided_straddle,0.16,0.007020413815155688,0.005417194142954331,0.9808,0.3333333333333333,6,3,9,607,0.0144,0.6666666666666666,0.4,0.01461038961038961,0.8260281385281385
2,smooth,0.008,evidence_gated,0.16,0.00669000835359847,0.005305417037442689,0.9808,0.3333333333333333,6,3,9,607,0.0144,0.6666666666666666,0.4,0.01461038961038961,0.8260281385281385
2,waviness,0.003,uncertainty_only,0.16,0.006867113051753764,0.005122528510169527,0.944,0.5925925925925926,22,32,3,568,0.0864,0.4074074074074074,0.88,0.005253940455341506,0.7010767334760329
2,waviness,0.003,two_sided_straddle,0.16,0.011178419095475059,0.007640399677902292,0.952,0.48148148148148145,28,26,4,567,0.0864,0.5185185185185185,0.875,0.0070052539404553416,0.7557566322890316
2,waviness,0.003,evidence_gated,0.16,0.012053531524474005,0.008492157959587661,0.9568,0.46296296296296297,29,25,2,569,0.0864,0.5370370370370371,0.9354838709677419,0.0035026269702276708,0.7667672050334047
2,waviness,0.008,uncertainty_only,0.16,0.008996812125336704,0.00713972429538018,0.936,0.6666666666666666,18,36,4,567,0.0864,0.3333333333333333,0.8181818181818182,0.0070052539404553416,0.663164039696439
2,waviness,0.008,two_sided_straddle,0.16,0.01273401453101827,0.00947051315039822,0.936,0.6111111111111112,21,33,7,564,0.0864,0.3888888888888889,0.75,0.012259194395796848,0.688314847246546
