seed,family,noise,method,budget,rmse,mae,decision_agreement,missed_exceedance,mean_std,q95_std,label_change,critical_q95_std,confidence_q05,ambiguous_90,gate_fired,gate_budget,gate_success,exceedance_fraction,tp,fn,fp,tn,prevalence,recall,precision,false_positive_rate,balanced_accuracy
1,smooth,0.003,evidence_gated,100,0.0034139611411714977,0.0027384854111180447,0.9888,0.03225806451612903,0.01404077594421865,0.023115328850360724,0.0,0.023225919949729164,0.739147221150194,0.4112,False,,,0.0496,30,1,6,588,0.0496,0.967741935483871,0.8333333333333334,0.010101010101010102,0.9788204626914305
1,smooth,0.003,two_sided_straddle,100,0.0032348464813382765,0.002629534667338765,0.9888,0.03225806451612903,0.01413179667227539,0.023500417365464252,0.0,0.023634190338003836,0.7437318028071925,0.4336,False,,,0.0496,30,1,6,588,0.0496,0.967741935483871,0.8333333333333334,0.010101010101010102,0.9788204626914305
1,smooth,0.003,randomized_straddle,100,0.0038666528440079373,0.002974696345264638,0.9936,0.03225806451612903,0.01758581970329991,0.03157822126596409,0.0016,0.03178560374090224,0.7102531233429381,0.632,False,,,0.0496,30,1,3,591,0.0496,0.967741935483871,0.9090909090909091,0.005050505050505051,0.9813457152166829
1,smooth,0.003,posterior_risk,100,0.0038376699595349703,0.002967888023527215,0.9904,0.03225806451612903,0.016831090680359127,0.027379097612057528,0.0,0.027557446792702747,0.7319305048201767,0.6016,False,,,0.0496,30,1,5,589,0.0496,0.967741935483871,0.8571428571428571,0.008417508417508417,0.9796622135331813
1,smooth,0.003,evidence_no_geometry,100,0.0037847919450460857,0.0030431127695066218,0.9872,0.03225806451612903,0.014641301602772785,0.024044298735436852,0.0016,0.024106332789448504,0.7192371432231911,0.4576,False,,,0.0496,30,1,7,587,0.0496,0.967741935483871,0.8108108108108109,0.011784511784511785,0.9779787118496797
1,smooth,0.003,risk_geometry,100,0.004263502554485379,0.0033656025675728287,0.9888,0.03225806451612903,0.016193670444444346,0.026440186589564686,0.0,0.026609416984910688,0.7512460953631176,0.528,False,,,0.0496,30,1,6,588,0.0496,0.967741935483871,0.8333333333333334,0.010101010101010102,0.9788204626914305
1,smooth,0.008,space_filling,100,0.006595146904374806,0.005222979456799843,0.9712,0.25806451612903225,0.014065299755152846,0.020963057491113293,0.0032,0.02102826368910332,0.6329755846320152,0.432,False,,,0.0496,23,8,10,584,0.0496,0.7419354838709677,0.696969696969697,0.016835016835016835,0.8625502335179754
1,smooth,0.008,geometry_only,100,0.006552630784666648,0.0051960402342647715,0.9568,0.3225806451612903,0.016356674611003826,0.02823411277438098,0.0016,0.02903044424258121,0.5771265794959833,0.5312,False,,,0.0496,21,10,17,577,0.0496,0.6774193548387096,0.5526315789473685,0.02861952861952862,0.8243999131095905
1,smooth,0.008,uncertainty_only,100,0.006705885764873636,0.005209188593249198,0.9616,0.4838709677419355,0.013858116015430454,0.019307838752457382,0.0,0.01954736397326559,0.6173697309434034,0.3648,False,,,0.0496,16,15,9,585,0.0496,0.5161290322580645,0.64,0.015151515151515152,0.7504887585532747
1,smooth,0.008,evidence_gated,100,0.006709588525864055,0.005512858939371629,0.9856,0.12903225806451613,0.015268572463006625,0.02285497547719819,0.0,0.022943709344788572,0.6942257483477116,0.4752,False,,,0.0496,27,4,5,589,0.0496,0.8709677419354839,0.84375,0.008417508417508417,0.9312751167589877
1,smooth,0.008,two_sided_straddle,100,0.006516383234210632,0.005230567961035476,0.9808,0.16129032258064516,0.015928403071000356,0.024106632485672675,0.0,0.024211308528106153,0.7554796566142042,0.4624,False,,,0.0496,26,5,7,587,0.0496,0.8387096774193549,0.7878787878787878,0.011784511784511785,0.9134625828174215
1,smooth,0.008,randomized_straddle,100,0.006083172356746177,0.004831854808165096,0.9872,0.12903225806451613,0.0177598220186824,0.028469403504025843,0.0016,0.028855380366218007,0.7125637667123423,0.6288,False,,,0.0496,27,4,4,590,0.0496,0.8709677419354839,0.8709677419354839,0.006734006734006734,0.9321168676007385
